team,attAdv_nxtGWs,attPlayer1,attPlayer2,attPlayer3,attPlayer4,attPlayer5
FUL,-1,"Iwobi (MID, ?) ==> (3.0, 2.889)","Raúl (FWD, ?) ==> (2.0, 1.889)","Andreas (MID, ?) ==> (2.0, 1.889)","Muniz (FWD, ?) ==> (1.5, 1.444)","Wilson (MID, ?) ==> (1.0, 0.889)"
CRY,-1,"Mateta (FWD, ?) ==> (2.0, 1.944)","Eze (MID, ?) ==> (2.0, 1.944)","I.Sarr (MID, ?) ==> (2.0, 1.889)","Hughes (MID, ?) ==> (1.5, 1.444)","Lerma (MID, ?) ==> (1.0, 0.889)"
BOU,-2,"Kluivert (MID, ?) ==> (2.5, 2.278)","Semenyo (MID, ?) ==> (2.5, 2.167)","Evanilson (FWD, ?) ==> (2.0, 1.889)","Christie (MID, ?) ==> (2.0, 1.889)","O.Dango (MID, ?) ==> (1.5, 1.278)"
IPS,-2,"Hutchinson (MID, ?) ==> (2.0, 2.0)","Morsy (MID, ?) ==> (2.0, 2.0)","Szmodics (MID, ?) ==> (2.0, 1.778)","Chaplin (MID, ?) ==> (1.0, 0.778)","Cajuste (MID, ?) ==> (1.0, 0.778)"
SOU,-3,"Downes (MID, ?) ==> (2.0, 1.833)","M.Fernandes (MID, ?) ==> (2.0, 1.667)","Armstrong (FWD, ?) ==> (1.5, 1.333)","Aribo (MID, ?) ==> (1.0, 0.833)","Archer (FWD, ?) ==> (1.0, 0.667)"
MUN,-4,"B.Fernandes (MID, ?) ==> (3.0, 2.333)","Amad (MID, ?) ==> (2.5, 1.389)","Mainoo (MID, ?) ==> (1.5, 1.278)","Zirkzee (FWD, ?) ==> (1.0, 1.0)","Højlund (FWD, ?) ==> (1.0, 0.556)"
BRE,-5,"Mbeumo (MID, ?) ==> (4.0, 2.611)","Damsgaard (MID, ?) ==> (3.0, 2.167)","Schade (MID, ?) ==> (2.0, 1.444)","Nørgaard (MID, ?) ==> (2.0, 1.444)","Wissa (FWD, ?) ==> (2.0, 0.889)"
NFO,-5,"Wood (FWD, ?) ==> (4.5, 2.833)","Hudson-Odoi (MID, ?) ==> (3.0, 2.444)","Anderson (MID, ?) ==> (2.5, 1.667)","Elanga (MID, ?) ==> (2.0, 1.444)","Gibbs-White (MID, ?) ==> (2.0, 1.167)"
WHU,-7,"Bowen (MID, ?) ==> (4.0, 2.444)","Souček (MID, ?) ==> (2.0, 1.222)","Kudus (MID, ?) ==> (2.0, 0.833)","C.Soler (MID, ?) ==> (1.0, 0.222)","Álvarez (MID, ?) ==> (1.0, 0.222)"
EVE,-8,"Ndiaye (FWD, ?) ==> (2.0, 2.0)","Calvert-Lewin (FWD, ?) ==> (2.0, 2.0)","A.Doucoure (MID, ?) ==> (2.0, 1.111)","Gana (MID, ?) ==> (2.0, 1.111)","Mangala (MID, ?) ==> (1.0, 0.111)"
