team,fplAdv_nxtGWs,fplPlayer1,fplPlayer2,fplPlayer3,fplPlayer4,fplPlayer5
AVL,0,"Rogers (MID, ?) ==> (2.0, 2.0)","Martinez (GKP, ?) ==> (2.0, 2.0)","Tielemans (MID, ?) ==> (2.0, 2.0)","McGinn (MID, ?) ==> (2.0, 2.0)","Duran (FWD, ?) ==> (1.0, 1.0)"
BOU,-1,"Kluivert (MID, ?) ==> (2.5, 2.389)","Semenyo (MID, ?) ==> (2.5, 2.333)","Christie (MID, ?) ==> (2.0, 1.944)","Kerkez (DEF, ?) ==> (2.0, 1.889)","Zabarnyi (DEF, ?) ==> (2.0, 1.889)"
WOL,-1,"Cunha (FWD, ?) ==> (6.0, 5.556)","Strand Larsen (FWD, ?) ==> (2.0, 2.0)","J.Gomes (MID, ?) ==> (2.0, 1.889)","Guedes (MID, ?) ==> (1.0, 0.944)","Toti (DEF, ?) ==> (1.0, 0.889)"
MUN,-2,"B.Fernandes (MID, ?) ==> (3.0, 2.667)","Amad (MID, ?) ==> (2.5, 1.944)","Onana (GKP, ?) ==> (2.0, 1.778)","Mainoo (MID, ?) ==> (1.5, 1.389)","Zirkzee (FWD, ?) ==> (1.0, 1.0)"
SOU,-4,"Downes (MID, ?) ==> (2.0, 1.778)","M.Fernandes (MID, ?) ==> (2.0, 1.556)","Armstrong (FWD, ?) ==> (1.5, 1.278)","Walker-Peters (DEF, ?) ==> (1.5, 1.056)","Harwood-Bellis (DEF, ?) ==> (1.0, 0.556)"
WHU,-5,"Bowen (MID, ?) ==> (4.0, 2.889)","Souček (MID, ?) ==> (2.0, 1.444)","Wan-Bissaka (DEF, ?) ==> (2.0, 1.444)","Kudus (MID, ?) ==> (2.0, 1.167)","Fabianski (GKP, ?) ==> (1.5, 0.667)"
EVE,-5,"Young (DEF, ?) ==> (5.0, 3.333)","A.Doucoure (MID, ?) ==> (2.0, 1.444)","Gana (MID, ?) ==> (2.0, 1.444)","Pickford (GKP, ?) ==> (2.0, 0.889)","Tarkowski (DEF, ?) ==> (2.0, 0.889)"
LEI,-5,"J.Ayew (MID, ?) ==> (2.0, 1.444)","Mavididi (MID, ?) ==> (1.0, 1.0)","Vardy (FWD, ?) ==> (2.0, 0.889)","De Cordova-Reid (MID, ?) ==> (1.0, 0.722)","Buonanotte (MID, ?) ==> (1.5, 0.667)"
BRE,-7,"Flekken (GKP, ?) ==> (3.0, 2.222)","Mbeumo (MID, ?) ==> (4.0, 2.056)","Damsgaard (MID, ?) ==> (3.0, 1.833)","Schade (MID, ?) ==> (2.0, 1.222)","Nørgaard (MID, ?) ==> (2.0, 1.222)"
IPS,-8,"Hutchinson (MID, ?) ==> (2.0, 2.0)","Morsy (MID, ?) ==> (2.0, 2.0)","Delap (FWD, ?) ==> (2.0, 1.111)","Muric (GKP, ?) ==> (2.0, 1.111)","Szmodics (MID, ?) ==> (2.0, 1.111)"
