team,fplAdv_nxtGWs,fplPlayer1,fplPlayer2,fplPlayer3,fplPlayer4,fplPlayer5
MCI,-1,"Haaland (FWD, ~) ==> (6.0, 5.06)","Gvardiol (DEF, 3↓) ==> (2.0, 1.692)","Kovačić (MID, 1↑) ==> (2.0, 1.692)","Bernardo (MID, ~) ==> (2.0, 1.692)","Ederson M. (GKP, ~) ==> (2.0, 1.692)"
BOU,-2,"Semenyo (MID, 1↓) ==> (2.0, 1.676)","Cook (MID, 3↑) ==> (2.0, 1.676)","Kluivert (MID, 4↑) ==> (2.0, 1.676)","Tavernier (MID, 1↓) ==> (2.0, 1.676)","Kerkez (DEF, ~) ==> (2.0, 1.676)"
EVE,-2,"Young (DEF, 2↑) ==> (5.0, 4.238)","McNeil (MID, 2↓) ==> (2.0, 1.708)","Pickford (GKP, 5↑) ==> (2.0, 1.708)","Calvert-Lewin (FWD, ~) ==> (2.0, 1.708)","Gana (MID, ~) ==> (2.0, 1.708)"
CRY,-2,"Guéhi (DEF, ~) ==> (2.0, 1.676)","Henderson (GKP, ~) ==> (2.0, 1.676)","Mateta (FWD, ~) ==> (2.0, 1.676)","Muñoz (DEF, ~) ==> (1.0, 0.854)","I.Sarr (MID, 1↑) ==> (1.0, 0.854)"
ARS,-4,"Saka (MID, 3↓) ==> (6.0, 4.93)","Martinelli (MID, 4↑) ==> (3.0, 2.433)","Gabriel (DEF, ~) ==> (2.0, 1.643)","Raya (GKP, ~) ==> (2.0, 1.643)","Trossard (MID, ~) ==> (2.0, 1.643)"
IPS,-4,"Delap (FWD, 5↑) ==> (2.0, 1.643)","Szmodics (MID, 5↑) ==> (2.0, 1.643)","Davis (DEF, ~) ==> (2.0, 1.643)","Morsy (MID, ~) ==> (2.0, 1.643)","Muric (GKP, 1↑) ==> (2.0, 1.643)"
WOL,-5,"Cunha (FWD, 5↑) ==> (6.0, 4.8)","Strand Larsen (FWD, ~) ==> (2.0, 1.627)","J.Gomes (MID, 1↑) ==> (2.0, 1.627)","Dawson (DEF, 4↑) ==> (1.0, 0.854)","Doyle (MID, ~) ==> (1.0, 0.854)"
WHU,-5,"Bowen (MID, ~) ==> (3.0, 2.481)","Antonio (FWD, ~) ==> (2.0, 1.708)","G.Rodríguez (MID, 1↑) ==> (2.0, 1.627)","Summerville (MID, 2↑) ==> (1.0, 0.854)","Kilman (DEF, 4↑) ==> (1.0, 0.773)"
LEI,-6,"Ndidi (MID, ~) ==> (2.0, 1.708)","Winks (MID, ~) ==> (2.0, 1.708)","Hermansen (GKP, 1↓) ==> (2.0, 1.611)","A.Fatawu (MID, ~) ==> (2.0, 1.611)","J.Ayew (MID, ~) ==> (2.0, 1.611)"
SOU,-9,"Ramsdale (GKP, 2↓) ==> (2.0, 1.562)","M.Fernandes (MID, ~) ==> (2.0, 1.562)","Bednarek (DEF, ~) ==> (1.0, 0.854)","Archer (FWD, 1↑) ==> (1.0, 0.708)","Harwood-Bellis (DEF, 1↓) ==> (1.0, 0.708)"
