team,fplAdv_nxtGWs,fplPlayer1,fplPlayer2,fplPlayer3,fplPlayer4,fplPlayer5
MCI,-1,"Haaland (FWD, 1↑) ==> (5.0, 4.667)","Gündogan (MID, ~) ==> (2.0, 1.944)","Bernardo (MID, 4↑) ==> (2.0, 1.889)","Sávio (MID, ~) ==> (1.0, 0.889)","Foden (MID, ~) ==> (1.0, 0.889)"
EVE,-2,"Young (DEF, 5↑) ==> (5.0, 4.222)","McNeil (MID, 5↑) ==> (2.0, 1.889)","Pickford (GKP, 3↑) ==> (2.0, 1.778)","A.Doucoure (MID, 1↑) ==> (2.0, 1.778)","Tarkowski (DEF, 4↑) ==> (1.5, 1.167)"
NEW,-2,"Pope (GKP, 2↓) ==> (3.0, 2.778)","Bruno G. (MID, 4↑) ==> (2.0, 1.889)","Gordon (MID, 4↑) ==> (2.0, 1.778)","Barnes (MID, ~) ==> (2.0, 1.778)","Joelinton (MID, ~) ==> (2.0, 1.778)"
WHU,-2,"L.Paquetá (MID, 1↓) ==> (2.0, 1.778)","Wan-Bissaka (DEF, 1↓) ==> (1.5, 1.389)","Souček (MID, ~) ==> (1.5, 1.278)","Summerville (MID, 3↑) ==> (1.0, 1.0)","Emerson (DEF, ~) ==> (1.0, 0.778)"
FUL,-3,"Iwobi (MID, 6↑) ==> (4.0, 3.333)","Leno (GKP, ~) ==> (2.5, 2.333)","Smith Rowe (MID, ~) ==> (2.5, 2.0)","Tete (DEF, 2↓) ==> (2.0, 1.833)","Raúl (FWD, ~) ==> (2.0, 1.667)"
SOU,-3,"M.Fernandes (MID, ~) ==> (2.0, 1.667)","Downes (MID, 1↓) ==> (2.0, 1.667)","Aribo (MID, 5↑) ==> (1.5, 1.333)","Archer (FWD, 2↑) ==> (1.5, 1.333)","Armstrong (FWD, ~) ==> (1.0, 0.667)"
TOT,-4,"Maddison (MID, 3↓) ==> (3.5, 2.611)","Johnson (MID, 3↓) ==> (3.5, 2.611)","Pedro Porro (DEF, 1↓) ==> (2.0, 1.556)","Kulusevski (MID, ~) ==> (2.0, 1.556)","Udogie (DEF, ~) ==> (2.0, 1.556)"
IPS,-4,"Morsy (MID, ~) ==> (2.0, 2.0)","Delap (FWD, ~) ==> (2.0, 1.778)","Hutchinson (MID, ~) ==> (2.0, 1.778)","Szmodics (MID, 2↓) ==> (2.0, 1.556)","Davis (DEF, ~) ==> (2.0, 1.556)"
LEI,-6,"Ndidi (MID, ~) ==> (2.0, 2.0)","Vardy (FWD, 3↑) ==> (3.0, 1.667)","J.Ayew (MID, ~) ==> (2.0, 1.333)","Hermansen (GKP, 2↑) ==> (2.0, 1.333)","Buonanotte (MID, 2↑) ==> (2.5, 0.833)"
NFO,-7,"Wood (FWD, 4↓) ==> (7.0, 4.278)","Hudson-Odoi (MID, 3↓) ==> (2.5, 2.111)","Sels (GKP, 2↓) ==> (3.0, 1.833)","Elanga (MID, ~) ==> (2.0, 1.222)","Jota Silva (MID, ~) ==> (1.0, 1.0)"
