team,attAdv_nxtGWs,attPlayer1,attPlayer2,attPlayer3,attPlayer4,attPlayer5
ARS,-1,"Saka (MID, 6↑) ==> (6.0, 5.556)","Rice (MID, ~) ==> (2.0, 2.0)","Trossard (MID, 5↑) ==> (2.0, 1.889)","Thomas (MID, 2↓) ==> (2.0, 1.889)","Ødegaard (MID, 5↑) ==> (0.0, 0.0)"
NFO,-1,"Wood (FWD, 3↑) ==> (7.0, 6.778)","Hudson-Odoi (MID, ~) ==> (3.0, 2.889)","Anderson (MID, 1↑) ==> (2.0, 1.889)","Elanga (MID, ~) ==> (2.0, 1.889)","Dominguez (MID, ~) ==> (1.0, 0.889)"
CRY,-1,"Mateta (FWD, ~) ==> (2.0, 1.889)","I.Sarr (MID, 1↑) ==> (1.0, 1.0)","Schlupp (MID, ~) ==> (1.0, 1.0)","Hughes (MID, 1↑) ==> (1.0, 0.889)","Devenny (MID, ~) ==> (0.0, 0.0)"
MUN,-2,"B.Fernandes (MID, 4↑) ==> (3.0, 2.778)","Amad (MID, 5↑) ==> (3.0, 2.333)","Rashford (MID, 6↑) ==> (2.0, 1.778)","Garnacho (MID, ~) ==> (2.0, 1.778)","Casemiro (MID, 2↑) ==> (1.0, 0.778)"
BOU,-2,"Kluivert (MID, 7↑) ==> (2.0, 1.778)","Tavernier (MID, 3↑) ==> (2.0, 1.778)","Evanilson (FWD, 5↑) ==> (2.0, 1.556)","Brooks (MID, 2↑) ==> (0.0, 0.0)","Adams (MID, 2↑) ==> (0.0, 0.0)"
MCI,-4,"Haaland (FWD, 2↓) ==> (5.0, 3.667)","Bernardo (MID, ~) ==> (2.0, 1.556)","Gündogan (MID, ~) ==> (2.0, 1.556)","Sávio (MID, ~) ==> (1.0, 0.556)","Foden (MID, ~) ==> (1.0, 0.556)"
LEI,-4,"Ndidi (MID, ~) ==> (2.0, 2.0)","J.Ayew (MID, ~) ==> (2.0, 1.556)","Vardy (FWD, 3↑) ==> (2.0, 1.111)","Buonanotte (MID, 4↑) ==> (2.0, 1.111)","B.Soumaré (MID, 2↑) ==> (0.0, 0.0)"
IPS,-5,"Morsy (MID, ~) ==> (2.0, 2.0)","Delap (FWD, ~) ==> (2.0, 1.444)","Szmodics (MID, ~) ==> (2.0, 1.444)","Hutchinson (MID, ~) ==> (2.0, 1.444)","Cajuste (MID, ~) ==> (0.0, 0.0)"
SOU,-5,"M.Fernandes (MID, ~) ==> (2.0, 1.444)","Downes (MID, 4↑) ==> (2.0, 1.444)","Archer (FWD, 1↑) ==> (1.0, 0.444)","Armstrong (FWD, 3↑) ==> (1.0, 0.444)","Aribo (MID, ~) ==> (1.0, 0.444)"
NEW,-6,"Bruno G. (MID, ~) ==> (2.0, 2.0)","Barnes (MID, ~) ==> (2.0, 1.333)","Gordon (MID, 3↑) ==> (2.0, 1.333)","Joelinton (MID, ~) ==> (2.0, 1.333)","Isak (FWD, ~) ==> (2.0, 0.667)"
