team,attAdv_nxtGWs,attPlayer1,attPlayer2,attPlayer3,attPlayer4,attPlayer5
FUL,-1,"Raúl (FWD, ~) ==> (6.188, 4.641)","Andreas (MID, 4↓) ==> (3.982, 1.692)","Adama (MID, ~) ==> (2.874, 2.546)","Iwobi (MID, 2↓) ==> (2.827, 2.127)","Muniz (FWD, 3↓) ==> (2.302, 1.692)"
WOL,-1,"Strand Larsen (FWD, 4↑) ==> (5.126, 2.965)","Cunha (FWD, 3↓) ==> (4.206, 1.7)","Mario Jr. (MID, ~) ==> (2.477, 1.708)","Bellegarde (MID, 1↓) ==> (2.239, 2.111)","J.Gomes (MID, ~) ==> (1.555, 1.273)"
NFO,-1,"Wood (FWD, 1↑) ==> (5.698, 6.381)","Hudson-Odoi (MID, ~) ==> (2.43, 2.546)","Yates (MID, 2↑) ==> (2.095, 1.273)","Anderson (MID, ~) ==> (1.937, 1.692)","Elanga (MID, 2↑) ==> (1.746, 1.273)"
IPS,-1,"Delap (FWD, 3↓) ==> (5.696, 1.692)","Hutchinson (MID, ~) ==> (2.92, 1.708)","J.Clarke (MID, ~) ==> (2.173, 0.846)","Morsy (MID, 1↓) ==> (1.985, 1.7)","Phillips (MID, ~) ==> (1.714, 1.708)"
ARS,-2,"Saka (MID, 5↓) ==> (6.492, 5.044)","Martinelli (MID, 5↓) ==> (5.791, 2.497)","Havertz (FWD, 4↓) ==> (5.302, 3.352)","Trossard (MID, 3↓) ==> (4.538, 1.676)","Thomas (MID, ~) ==> (2.43, 1.676)"
BOU,-2,"Cook (MID, ~) ==> (4.379, 1.676)","Evanilson (FWD, 2↑) ==> (4.347, 1.676)","Semenyo (MID, ~) ==> (3.842, 2.925)","Kluivert (MID, 5↑) ==> (3.776, 1.233)","O.Dango (MID, 1↑) ==> (3.427, 1.249)"
WHU,-4,"Antonio (FWD, 3↓) ==> (6.678, 1.676)","Bowen (MID, 2↓) ==> (5.111, 2.892)","Souček (MID, 2↓) ==> (4.015, 1.216)","Kudus (MID, 1↑) ==> (3.57, 1.676)","L.Paquetá (MID, 2↓) ==> (3.46, 1.643)"
LEI,-5,"Buonanotte (MID, ~) ==> (5.95, 3.681)","Vardy (FWD, 3↑) ==> (3.286, 1.627)","Mavididi (MID, 4↓) ==> (2.731, 1.627)","J.Ayew (MID, 3↑) ==> (2.57, 1.241)","Ndidi (MID, ~) ==> (2.43, 1.708)"
CRY,-6,"Eze (MID, ~) ==> (2.43, 1.708)","Mateta (FWD, ~) ==> (1.922, 1.233)","Nketiah (FWD, ~) ==> (1.46, 1.233)","Kamada (MID, ~) ==> (1.397, 0.854)","Lerma (MID, ~) ==> (1.206, 0.805)"
SOU,-7,"Archer (FWD, 5↑) ==> (4.505, 0.854)","Aribo (MID, 5↑) ==> (3.379, 1.651)","M.Fernandes (MID, 1↓) ==> (2.111, 0.797)","Downes (MID, ~) ==> (1.651, 1.708)","Dibling (MID, 1↓) ==> (1.525, 0.854)"
